age,sex,geo\time	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 
Y_GE25,M,DE23	3.7 	4.6 	3.9 	4.4 	6.5 	5.3 	7.2 	6.0 	4.5 	4.4 	3.9 	3.5 
Y_GE25,M,DE231	: 	8.3 	6.7 	7.0 	10.3 	8.1 	10.7 	9.3 	7.0 	: 	: 	: 
Y_GE25,M,DE232	: 	6.9 	6.1 	6.3 	8.6 	6.4 	8.9 	7.4 	6.0 	: 	: 	: 
Y_GE25,M,DE233	: 	7.5 	6.6 	8.7 	11.3 	9.4 	11.0 	8.9 	6.3 	: 	: 	: 
Y_GE25,M,DE234	: 	4.1 	3.3 	3.9 	6.2 	5.3 	7.3 	5.7 	4.0 	: 	: 	: 
Y_GE25,M,DE235	: 	4.6 	4.1 	4.3 	6.9 	6.0 	9.0 	7.7 	5.5 	: 	: 	: 
Y_GE25,M,DE236	: 	2.9 	2.7 	3.1 	4.9 	4.0 	5.7 	4.9 	3.7 	: 	: 	: 
Y_GE25,M,DE237	: 	4.3 	3.4 	4.2 	6.2 	5.2 	6.8 	5.4 	3.9 	: 	: 	: 
Y_GE25,M,DE238	: 	3.2 	2.4 	2.8 	4.2 	3.3 	4.8 	4.1 	3.3 	: 	: 	: 
Y_GE25,M,DE239	: 	4.2 	3.6 	4.0 	5.8 	4.6 	6.2 	5.3 	3.9 	: 	: 	: 
Y_GE25,M,DE23A	: 	5.0 	4.6 	5.3 	7.6 	6.4 	8.2 	7.1 	5.3 	: 	: 	: 
Y_GE25,M,DE24	5.2 	5.2 	5.1 	6.6 	8.6 	8.4 	10.1 	8.5 	7.0 	5.4 	3.6 	5.5 
Y_GE25,M,DE241	: 	6.0 	6.1 	7.7 	9.9 	9.3 	11.1 	9.7 	7.8 	: 	: 	: 
Y_GE25,M,DE242	: 	7.5 	8.0 	9.1 	11.5 	11.9 	13.8 	11.2 	9.2 	: 	: 	: 
Y_GE25,M,DE243	: 	7.1 	7.9 	10.1 	13.5 	12.3 	13.9 	11.3 	9.0 	: 	: 	: 
Y_GE25,M,DE244	: 	7.7 	8.8 	10.9 	13.4 	13.5 	16.1 	13.6 	11.6 	: 	: 	: 
Y_GE25,M,DE245	: 	3.5 	3.2 	4.3 	5.8 	5.4 	6.7 	5.9 	5.0 	: 	: 	: 
Y_GE25,M,DE246	: 	4.4 	4.4 	5.5 	7.5 	7.2 	8.7 	7.2 	6.0 	: 	: 	: 
Y_GE25,M,DE247	: 	5.0 	4.1 	5.3 	7.8 	7.8 	9.6 	8.1 	5.9 	: 	: 	: 
Y_GE25,M,DE248	: 	3.7 	3.3 	4.7 	5.8 	5.5 	6.6 	5.7 	4.9 	: 	: 	: 
Y_GE25,M,DE249	: 	5.3 	5.3 	6.8 	8.7 	8.4 	10.0 	9.1 	7.4 	: 	: 	: 
Y_GE25,M,DE24A	: 	5.2 	4.3 	5.7 	8.1 	8.1 	9.7 	8.2 	6.5 	: 	: 	: 
Y_GE25,M,DE24B	: 	5.5 	5.9 	7.7 	9.9 	10.3 	12.1 	9.2 	7.6 	: 	: 	: 
Y_GE25,M,DE24C	: 	5.2 	5.2 	7.4 	9.5 	9.0 	10.4 	8.4 	6.7 	: 	: 	: 
Y_GE25,M,DE24D	: 	7.1 	6.6 	8.3 	10.2 	10.3 	12.4 	11.0 	9.0 	: 	: 	: 
Y_GE25,M,DE25	5.1 	5.5 	5.2 	5.9 	7.3 	8.1 	9.0 	7.3 	5.3 	4.0 	5.1 	6.2 
Y_GE25,M,DE251	: 	6.3 	5.2 	5.7 	6.8 	7.7 	8.4 	6.6 	4.9 	: 	: 	: 
Y_GE25,M,DE252	: 	4.3 	4.2 	4.8 	6.1 	6.8 	7.5 	6.1 	4.7 	: 	: 	: 
Y_GE25,M,DE253	: 	7.9 	7.9 	8.7 	10.3 	10.6 	11.3 	9.4 	7.0 	: 	: 	: 
Y_GE25,M,DE254	: 	8.5 	8.5 	9.4 	11.2 	12.3 	13.6 	10.9 	8.0 	: 	: 	: 
Y_GE25,M,DE255	: 	5.1 	4.8 	5.8 	7.1 	7.4 	8.2 	6.6 	4.5 	: 	: 	: 
Y_GE25,M,DE256	: 	3.5 	3.2 	3.8 	5.1 	6.0 	6.4 	5.1 	3.9 	: 	: 	: 
Y_GE25,M,DE257	: 	2.9 	2.3 	2.8 	3.8 	4.5 	5.3 	4.5 	3.4 	: 	: 	: 
Y_GE25,M,DE258	: 	3.9 	3.7 	4.5 	5.4 	5.5 	6.2 	5.3 	3.9 	: 	: 	: 
Y_GE25,M,DE259	: 	3.7 	3.5 	4.2 	5.2 	5.7 	6.9 	5.5 	3.7 	: 	: 	: 
Y_GE25,M,DE25A	: 	3.6 	3.1 	3.8 	5.1 	6.0 	6.2 	5.3 	3.9 	: 	: 	: 
Y_GE25,M,DE25B	: 	3.3 	2.9 	3.6 	5.0 	5.6 	6.5 	5.3 	3.8 	: 	: 	: 
Y_GE25,M,DE25C	: 	5.0 	4.4 	4.9 	6.2 	7.2 	7.8 	6.4 	4.4 	: 	: 	: 
Y_GE25,M,DE26	4.6 	4.7 	3.3 	4.1 	5.3 	6.7 	6.8 	5.9 	4.9 	4.9 	3.7 	5.6 
Y_GE25,M,DE261	: 	7.7 	5.0 	6.5 	7.9 	9.7 	9.8 	8.1 	6.8 	: 	: 	: 
Y_GE25,M,DE262	: 	9.0 	6.5 	5.9 	8.6 	12.2 	11.5 	9.9 	8.7 	: 	: 	: 
Y_GE25,M,DE263	: 	7.0 	5.9 	7.3 	8.1 	9.8 	9.6 	8.3 	6.8 	: 	: 	: 
Y_GE25,M,DE264	: 	3.9 	2.4 	3.3 	4.3 	5.4 	5.5 	4.8 	3.8 	: 	: 	: 
Y_GE25,M,DE265	: 	5.2 	3.7 	4.7 	6.2 	8.1 	8.3 	7.1 	6.1 	: 	: 	: 
Y_GE25,M,DE266	: 	5.0 	3.4 	4.7 	6.5 	8.3 	8.2 	7.4 	6.4 	: 	: 	: 
Y_GE25,M,DE267	: 	4.5 	3.0 	3.8 	5.0 	6.0 	6.7 	5.8 	4.9 	: 	: 	: 
Y_GE25,M,DE268	: 	4.1 	3.0 	3.8 	4.8 	5.9 	5.7 	5.1 	4.3 	: 	: 	: 
Y_GE25,M,DE269	: 	4.8 	3.0 	4.0 	5.2 	6.4 	6.6 	5.9 	4.6 	: 	: 	: 
Y_GE25,M,DE26A	: 	3.5 	2.2 	2.9 	3.8 	5.3 	5.2 	4.4 	3.4 	: 	: 	: 
Y_GE25,M,DE26B	: 	3.6 	2.2 	3.0 	3.9 	4.8 	4.9 	4.4 	4.1 	: 	: 	: 
Y_GE25,M,DE26C	: 	3.5 	2.5 	3.0 	3.7 	4.8 	5.3 	4.5 	3.7 	: 	: 	: 
Y_GE25,M,DE27	3.4 	4.1 	3.2 	4.2 	5.3 	5.4 	6.1 	5.5 	4.0 	3.4 	3.8 	4.4 
Y_GE25,M,DE271	: 	8.0 	6.9 	8.8 	10.4 	10.0 	10.4 	9.1 	6.4 	: 	: 	: 
Y_GE25,M,DE272	: 	6.6 	5.3 	6.6 	8.2 	8.0 	9.2 	8.0 	5.7 	: 	: 	: 
Y_GE25,M,DE273	: 	5.2 	3.7 	4.6 	6.0 	6.8 	7.5 	6.7 	4.8 	: 	: 	: 
Y_GE25,M,DE274	: 	5.3 	3.2 	4.3 	6.1 	6.6 	7.3 	6.8 	5.1 	: 	: 	: 
Y_GE25,M,DE275	: 	3.2 	2.7 	3.4 	4.3 	4.2 	5.3 	4.7 	3.5 	: 	: 	: 
Y_GE25,M,DE276	: 	3.3 	2.6 	3.3 	4.1 	4.2 	5.2 	4.6 	3.3 	: 	: 	: 
Y_GE25,M,DE277	: 	3.1 	2.4 	3.2 	4.4 	4.4 	4.9 	4.2 	2.8 	: 	: 	: 
Y_GE25,M,DE278	: 	3.6 	2.2 	3.4 	4.7 	4.9 	5.5 	5.1 	4.0 	: 	: 	: 
Y_GE25,M,DE279	: 	4.0 	2.4 	3.5 	4.5 	4.9 	5.7 	5.3 	4.0 	: 	: 	: 
Y_GE25,M,DE27A	: 	3.7 	2.8 	3.7 	4.0 	4.1 	4.4 	4.1 	3.0 	: 	: 	: 
Y_GE25,M,DE27B	: 	3.2 	2.4 	3.0 	3.8 	4.1 	5.0 	4.4 	3.1 	: 	: 	: 
Y_GE25,M,DE27C	: 	2.8 	1.9 	2.5 	3.8 	4.0 	4.6 	4.5 	3.2 	: 	: 	: 
Y_GE25,M,DE27D	: 	2.4 	2.0 	2.9 	3.8 	3.9 	4.0 	3.6 	2.5 	: 	: 	: 
Y_GE25,M,DE27E	: 	3.2 	2.7 	3.5 	4.3 	4.6 	5.5 	5.1 	3.7 	: 	: 	: 
Y_GE25,M,DE3	14.2 	15.0 	16.3 	17.3 	19.3 	20.6 	20.8 	19.2 	16.8 	16.2 	15.4 	16.2 
Y_GE25,M,DE30	14.2 	15.0 	16.3 	17.3 	19.3 	20.6 	20.8 	19.2 	16.8 	16.2 	14.4 	15.4 
Y_GE25,M,DE300	: 	15.0 	16.3 	17.3 	19.3 	20.6 	20.8 	19.2 	16.8 	: 	: 	: 
Y_GE25,M,DE4	10.1 	11.1 	11.1 	13.1 	16.3 	17.9 	19.1 	18.4 	15.7 	15.4 	13.5 	14.1 
Y_GE25,M,DE41	11.4 	12.3 	12.4 	14.4 	17.0 	19.8 	20.4 	: 	: 	: 	: 	: 
Y_GE25,M,DE411	: 	14.8 	14.7 	16.0 	18.9 	22.4 	22.8 	: 	: 	: 	: 	: 
Y_GE25,M,DE412	: 	10.8 	11.7 	13.6 	15.6 	18.1 	19.3 	: 	: 	: 	: 	: 
Y_GE25,M,DE413	: 	12.2 	12.0 	14.4 	17.0 	20.2 	21.0 	: 	: 	: 	: 	: 
Y_GE25,M,DE414	: 	10.4 	10.9 	12.6 	15.3 	16.7 	18.6 	: 	: 	: 	: 	: 
Y_GE25,M,DE415	: 	11.2 	11.0 	12.3 	15.9 	18.6 	18.3 	: 	: 	: 	: 	: 
Y_GE25,M,DE416	: 	14.5 	14.0 	16.0 	18.0 	20.9 	20.8 	: 	: 	: 	: 	: 
Y_GE25,M,DE417	: 	13.0 	12.2 	15.2 	17.1 	21.5 	20.6 	: 	: 	: 	: 	: 
Y_GE25,M,DE418	: 	15.9 	16.2 	18.6 	21.2 	24.5 	24.1 	: 	: 	: 	: 	: 
Y_GE25,M,DE42	9.1 	10.2 	10.1 	12.0 	15.7 	16.3 	18.0 	: 	: 	: 	: 	: 
Y_GE25,M,DE421	: 	13.7 	13.5 	15.8 	18.5 	20.1 	21.4 	: 	: 	: 	: 	: 
Y_GE25,M,DE422	: 	13.1 	12.4 	14.9 	18.5 	17.6 	19.2 	: 	: 	: 	: 	: 
Y_GE25,M,DE423	: 	8.0 	7.8 	9.7 	13.0 	13.5 	13.8 	: 	: 	: 	: 	: 
Y_GE25,M,DE424	: 	7.6 	7.6 	9.6 	13.1 	13.6 	16.1 	: 	: 	: 	: 	: 
Y_GE25,M,DE425	: 	12.9 	13.1 	15.5 	20.0 	19.6 	21.3 	: 	: 	: 	: 	: 
Y_GE25,M,DE426	: 	9.8 	9.9 	11.1 	15.3 	16.6 	19.2 	: 	: 	: 	: 	: 
Y_GE25,M,DE427	: 	14.4 	14.0 	16.3 	21.1 	21.6 	23.7 	: 	: 	: 	: 	: 
Y_GE25,M,DE428	: 	7.7 	7.3 	8.8 	11.8 	12.5 	14.1 	: 	: 	: 	: 	: 
Y_GE25,M,DE429	: 	11.7 	11.9 	13.8 	17.9 	18.4 	20.5 	: 	: 	: 	: 	: 
Y_GE25,M,DE42A	: 	8.8 	8.7 	10.3 	13.6 	14.2 	15.2 	: 	: 	: 	: 	: 
Y_GE25,M,DE5	9.9 	11.8 	11.2 	14.4 	15.6 	17.5 	15.8 	12.6 	10.6 	9.8 	11.6 	12.3 
Y_GE25,M,DE50	9.9 	11.8 	11.2 	14.4 	15.6 	17.5 	15.8 	12.6 	10.6 	9.8 	11.6 	12.3 
Y_GE25,M,DE501	: 	11.2 	10.2 	13.2 	14.5 	16.2 	14.5 	11.5 	9.8 	: 	: 	: 
Y_GE25,M,DE502	: 	14.9 	15.6 	20.2 	20.7 	23.6 	22.2 	17.5 	14.2 	: 	: 	: 
Y_GE25,M,DE6	7.6 	7.8 	6.9 	9.1 	9.5 	10.7 	10.6 	10.5 	8.8 	7.6 	8.6 	9.5 
Y_GE25,M,DE60	7.6 	7.8 	6.9 	9.1 	9.5 	10.7 	10.6 	10.5 	8.8 	7.6 	8.6 	9.5 
Y_GE25,M,DE600	: 	7.8 	6.9 	9.1 	9.5 	10.7 	10.6 	10.5 	8.8 	: 	: 	: 
Y_GE25,M,DE7	5.4 	5.9 	5.8 	6.7 	7.5 	7.9 	7.5 	6.9 	5.9 	5.7 	5.7 	7.2 
Y_GE25,M,DE71	5.5 	5.8 	5.4 	6.8 	7.3 	7.7 	7.3 	6.5 	5.5 	5.7 	5.4 	7.3 
Y_GE25,M,DE711	: 	6.9 	7.1 	8.6 	9.1 	9.4 	8.6 	7.7 	6.6 	: 	: 	: 
Y_GE25,M,DE712	: 	7.6 	7.7 	9.5 	9.8 	9.6 	9.3 	8.3 	6.8 	: 	: 	: 
Y_GE25,M,DE713	: 	10.3 	9.8 	12.2 	12.5 	13.4 	12.2 	10.7 	8.9 	: 	: 	: 
Y_GE25,M,DE714	: 	7.1 	6.6 	8.2 	9.3 	10.8 	9.5 	8.6 	7.4 	: 	: 	: 
Y_GE25,M,DE715	: 	5.3 	5.0 	6.4 	6.8 	7.3 	6.7 	5.9 	5.1 	: 	: 	: 
Y_GE25,M,DE716	: 	4.8 	4.3 	5.5 	6.2 	6.5 	6.0 	5.5 	4.5 	: 	: 	: 
Y_GE25,M,DE717	: 	5.5 	5.5 	7.0 	7.7 	7.2 	6.7 	5.8 	4.9 	: 	: 	: 
Y_GE25,M,DE718	: 	3.6 	3.2 	4.2 	4.7 	4.9 	5.3 	4.9 	4.1 	: 	: 	: 
Y_GE25,M,DE719	: 	5.5 	4.5 	5.4 	5.8 	6.6 	6.4 	6.0 	5.3 	: 	: 	: 
Y_GE25,M,DE71A	: 	4.1 	3.4 	4.3 	4.6 	4.8 	4.5 	4.3 	3.5 	: 	: 	: 
Y_GE25,M,DE71B	: 	5.3 	4.4 	5.7 	6.7 	7.4 	6.9 	5.8 	4.5 	: 	: 	: 
Y_GE25,M,DE71C	: 	5.4 	5.2 	6.1 	6.3 	7.1 	7.1 	6.3 	5.0 	: 	: 	: 
Y_GE25,M,DE71D	: 	4.1 	3.8 	4.8 	5.2 	5.6 	5.4 	4.8 	4.2 	: 	: 	: 
Y_GE25,M,DE71E	: 	4.9 	4.6 	5.7 	6.5 	7.3 	6.8 	6.3 	5.4 	: 	: 	: 
Y_GE25,M,DE72	5.2 	6.1 	5.6 	6.2 	7.6 	7.8 	9.1 	7.3 	5.8 	5.2 	6.3 	6.4 
Y_GE25,M,DE721	: 	7.5 	7.8 	8.4 	9.5 	9.5 	11.0 	8.9 	7.0 	: 	: 	: 
Y_GE25,M,DE722	: 	6.0 	4.9 	5.6 	7.2 	7.6 	8.8 	7.0 	5.7 	: 	: 	: 
Y_GE25,M,DE723	: 	5.1 	4.9 	5.5 	7.0 	7.4 	8.3 	6.4 	4.9 	: 	: 	: 
Y_GE25,M,DE724	: 	5.5 	4.7 	5.1 	6.7 	6.7 	7.7 	6.5 	5.4 	: 	: 	: 
Y_GE25,M,DE725	: 	6.0 	5.1 	6.0 	7.1 	7.4 	9.4 	7.7 	6.1 	: 	: 	: 
Y_GE25,M,DE73	5.1 	6.3 	7.0 	6.7 	7.9 	8.9 	7.0 	7.6 	7.4 	6.2 	6.3 	7.6 
Y_GE25,M,DE731	: 	11.0 	13.5 	12.9 	14.7 	16.3 	12.5 	13.5 	13.0 	: 	: 	: 
Y_GE25,M,DE732	: 	4.8 	4.9 	4.4 	5.2 	6.2 	5.0 	5.6 	5.3 	: 	: 	: 
Y_GE25,M,DE733	: 	5.7 	6.1 	5.7 	6.8 	7.3 	5.8 	6.2 	6.1 	: 	: 	: 
Y_GE25,M,DE734	: 	4.9 	5.4 	5.4 	6.5 	7.3 	5.8 	6.4 	6.5 	: 	: 	: 
Y_GE25,M,DE735	: 	5.3 	6.1 	5.9 	7.0 	7.9 	6.0 	6.8 	6.8 	: 	: 	: 
Y_GE25,M,DE736	: 	6.0 	5.9 	5.6 	6.9 	7.7 	6.3 	6.6 	6.1 	: 	: 	: 
Y_GE25,M,DE737	: 	7.3 	8.3 	8.3 	9.4 	10.4 	8.2 	8.7 	8.5 	: 	: 	: 
Y_GE25,M,DE8	13.6 	14.3 	14.6 	16.7 	19.3 	21.6 	22.0 	20.1 	19.7 	18.4 	14.7 	17.3 
Y_GE25,M,DE80	13.6 	14.3 	14.6 	16.7 	19.3 	21.6 	22.0 	20.1 	19.7 	18.4 	14.7 	17.3 
Y_GE25,M,DE801	: 	14.3 	15.1 	18.1 	20.3 	22.9 	22.7 	21.1 	20.2 	: 	: 	: 
Y_GE25,M,DE802	: 	16.4 	16.7 	18.7 	20.9 	24.6 	24.1 	21.7 	21.6 	: 	: 	: 
Y_GE25,M,DE803	: 	14.6 	14.3 	16.4 	18.3 	20.8 	20.8 	18.9 	18.1 	: 	: 	: 
Y_GE25,M,DE804	: 	14.9 	15.2 	17.0 	18.4 	19.8 	18.2 	17.1 	16.2 	: 	: 	: 
Y_GE25,M,DE805	: 	17.0 	17.1 	19.6 	22.2 	23.6 	26.0 	23.1 	22.3 	: 	: 	: 
Y_GE25,M,DE806	: 	15.7 	15.5 	17.0 	18.5 	20.4 	20.2 	19.4 	18.7 	: 	: 	: 
Y_GE25,M,DE807	: 	9.9 	9.7 	11.8 	14.4 	17.2 	17.4 	16.7 	16.4 	: 	: 	: 
Y_GE25,M,DE808	: 	18.7 	19.8 	21.3 	24.6 	26.5 	28.0 	25.4 	25.6 	: 	: 	: 
Y_GE25,M,DE809	: 	14.9 	16.2 	18.8 	21.8 	23.8 	24.5 	21.5 	21.0 	: 	: 	: 
Y_GE25,M,DE80A	: 	9.9 	9.6 	10.5 	12.9 	14.0 	14.3 	12.8 	12.4 	: 	: 	: 
Y_GE25,M,DE80B	: 	16.2 	16.2 	18.8 	22.5 	24.3 	24.8 	22.6 	23.1 	: 	: 	: 
Y_GE25,M,DE80C	: 	13.3 	13.3 	16.1 	19.0 	21.6 	22.6 	21.8 	21.9 	: 	: 	: 
Y_GE25,M,DE80D	: 	15.9 	16.2 	18.7 	22.3 	24.2 	25.4 	23.4 	22.3 	: 	: 	: 
Y_GE25,M,DE80E	: 	12.0 	11.5 	12.4 	15.2 	16.6 	16.5 	15.1 	15.2 	: 	: 	: 
Y_GE25,M,DE80F	: 	17.4 	17.6 	20.6 	23.0 	26.9 	25.9 	23.8 	22.9 	: 	: 	: 
Y_GE25,M,DE80G	: 	12.3 	12.5 	14.3 	16.9 	18.6 	19.0 	17.7 	17.8 	: 	: 	: 
Y_GE25,M,DE80H	: 	13.4 	14.8 	17.5 	20.7 	22.8 	24.4 	22.5 	22.4 	: 	: 	: 
Y_GE25,M,DE80I	: 	18.1 	19.5 	22.0 	25.8 	30.2 	31.6 	27.5 	27.7 	: 	: 	: 
Y_GE25,M,DE9	6.4 	6.8 	6.7 	7.3 	9.3 	10.1 	10.0 	8.9 	7.4 	6.5 	6.3 	7.4 
Y_GE25,M,DE91	6.9 	8.4 	8.1 	8.3 	9.5 	10.6 	10.7 	10.0 	9.1 	8.0 	6.7 	8.2 
Y_GE25,M,DE911	: 	9.7 	9.5 	9.5 	10.7 	12.3 	12.6 	11.8 	10.7 	: 	: 	: 
Y_GE25,M,DE912	: 	9.4 	8.4 	8.7 	10.4 	11.6 	11.4 	10.3 	9.0 	: 	: 	: 
Y_GE25,M,DE913	: 	5.8 	5.9 	6.6 	7.4 	7.8 	6.5 	6.1 	5.8 	: 	: 	: 
Y_GE25,M,DE914	: 	5.6 	5.5 	6.4 	7.2 	7.9 	8.0 	7.6 	7.0 	: 	: 	: 
Y_GE25,M,DE915	: 	9.4 	10.1 	9.9 	10.8 	11.8 	12.5 	11.7 	10.5 	: 	: 	: 
Y_GE25,M,DE916	: 	10.2 	9.4 	9.2 	11.1 	12.5 	12.0 	11.4 	10.1 	: 	: 	: 
Y_GE25,M,DE917	: 	8.9 	8.6 	8.9 	9.8 	10.6 	10.1 	9.8 	8.9 	: 	: 	: 
Y_GE25,M,DE918	: 	8.8 	7.9 	7.9 	9.5 	11.3 	11.7 	11.1 	9.9 	: 	: 	: 
Y_GE25,M,DE919	: 	10.6 	8.9 	8.4 	10.3 	10.7 	12.0 	11.2 	10.5 	: 	: 	: 
Y_GE25,M,DE91A	: 	7.3 	7.4 	7.4 	8.7 	9.9 	9.2 	8.6 	7.9 	: 	: 	: 
Y_GE25,M,DE91B	: 	6.7 	6.3 	6.4 	8.1 	9.0 	9.1 	8.5 	7.8 	: 	: 	: 
Y_GE25,M,DE92	7.3 	8.3 	7.8 	8.4 	10.5 	10.5 	10.4 	8.7 	8.0 	7.4 	7.9 	8.5 
Y_GE25,M,DE922	: 	4.6 	4.3 	5.2 	6.7 	7.0 	7.4 	6.0 	5.3 	: 	: 	: 
Y_GE25,M,DE923	: 	9.1 	8.7 	9.8 	11.8 	11.9 	12.7 	10.6 	9.6 	: 	: 	: 
Y_GE25,M,DE925	: 	8.4 	7.4 	7.9 	10.3 	9.7 	9.4 	7.7 	7.1 	: 	: 	: 
Y_GE25,M,DE926	: 	8.1 	7.4 	8.7 	11.1 	11.2 	11.7 	9.3 	8.0 	: 	: 	: 
Y_GE25,M,DE927	: 	6.8 	6.3 	6.9 	8.9 	9.4 	9.5 	7.8 	6.5 	: 	: 	: 
Y_GE25,M,DE928	: 	8.0 	7.5 	8.1 	10.5 	9.8 	10.2 	8.2 	7.2 	: 	: 	: 
Y_GE25,M,DE929	: 	9.1 	8.6 	9.2 	11.3 	11.3 	11.0 	9.4 	8.8 	: 	: 	: 
Y_GE25,M,DE93	5.1 	5.0 	5.5 	6.6 	8.1 	9.3 	8.9 	8.2 	5.9 	5.4 	5.8 	6.5 
Y_GE25,M,DE931	: 	6.5 	7.2 	8.1 	9.8 	11.2 	10.6 	9.7 	7.2 	: 	: 	: 
Y_GE25,M,DE932	: 	5.1 	6.4 	7.6 	9.2 	10.5 	10.3 	9.2 	6.7 	: 	: 	: 
Y_GE25,M,DE933	: 	3.6 	3.7 	4.5 	5.8 	6.6 	6.7 	6.7 	4.7 	: 	: 	: 
Y_GE25,M,DE934	: 	8.5 	9.4 	10.6 	12.6 	14.4 	14.7 	14.2 	10.8 	: 	: 	: 
Y_GE25,M,DE935	: 	5.7 	6.3 	7.3 	9.4 	10.6 	10.5 	10.3 	7.2 	: 	: 	: 
Y_GE25,M,DE936	: 	3.9 	3.9 	5.2 	6.6 	7.6 	7.3 	6.5 	4.6 	: 	: 	: 
Y_GE25,M,DE937	: 	3.9 	4.3 	5.5 	7.2 	8.2 	8.1 	7.1 	5.0 	: 	: 	: 
Y_GE25,M,DE938	: 	5.8 	5.9 	7.2 	8.6 	10.1 	8.9 	8.2 	5.9 	: 	: 	: 
Y_GE25,M,DE939	: 	4.8 	5.2 	6.1 	7.5 	8.5 	8.0 	7.1 	5.0 	: 	: 	: 
Y_GE25,M,DE93A	: 	6.2 	7.2 	8.8 	10.6 	12.1 	11.7 	10.8 	7.7 	: 	: 	: 
Y_GE25,M,DE93B	: 	4.6 	4.7 	5.5 	6.9 	7.5 	6.7 	6.3 	4.3 	: 	: 	: 
Y_GE25,M,DE94	6.3 	5.7 	5.6 	6.2 	8.8 	10.1 	9.9 	8.9 	6.8 	5.4 	4.8 	6.7 
Y_GE25,M,DE941	: 	8.5 	8.1 	9.3 	13.3 	15.2 	13.1 	11.9 	9.1 	: 	: 	: 
Y_GE25,M,DE942	: 	7.9 	8.7 	9.4 	12.5 	13.0 	13.4 	11.9 	8.6 	: 	: 	: 
Y_GE25,M,DE943	: 	8.2 	8.9 	9.7 	12.5 	13.9 	12.9 	11.4 	9.0 	: 	: 	: 
Y_GE25,M,DE944	: 	8.3 	7.2 	7.9 	10.4 	12.5 	11.0 	9.9 	7.8 	: 	: 	: 
Y_GE25,M,DE945	: 	11.2 	11.4 	12.0 	15.3 	17.4 	15.9 	14.3 	10.9 	: 	: 	: 
Y_GE25,M,DE946	: 	4.6 	5.0 	5.7 	7.6 	9.0 	9.2 	8.3 	6.4 	: 	: 	: 
Y_GE25,M,DE947	: 	6.8 	7.3 	8.2 	11.0 	12.4 	12.7 	11.2 	8.4 	: 	: 	: 
Y_GE25,M,DE948	: 	5.1 	5.1 	5.6 	7.9 	9.3 	8.7 	7.8 	6.0 	: 	: 	: 
Y_GE25,M,DE949	: 	3.7 	3.3 	4.0 	6.3 	7.8 	8.5 	7.6 	5.8 	: 	: 	: 
Y_GE25,M,DE94A	: 	6.1 	6.7 	7.4 	10.1 	11.3 	10.9 	9.9 	7.9 	: 	: 	: 
Y_GE25,M,DE94B	: 	4.5 	3.6 	4.4 	7.4 	8.8 	8.6 	8.1 	6.1 	: 	: 	: 
Y_GE25,M,DE94C	: 	6.2 	6.2 	7.0 	10.0 	11.9 	13.2 	11.7 	8.6 	: 	: 	: 
Y_GE25,M,DE94D	: 	4.8 	4.7 	4.7 	6.6 	7.9 	8.3 	7.3 	5.7 	: 	: 	: 
Y_GE25,M,DE94E	: 	4.4 	3.7 	4.1 	6.7 	7.3 	6.6 	6.1 	4.7 	: 	: 	: 
Y_GE25,M,DE94F	: 	3.1 	3.1 	3.7 	5.5 	6.4 	6.1 	5.5 	4.0 	: 	: 	: 
Y_GE25,M,DE94G	: 	5.6 	5.9 	6.6 	8.1 	8.8 	8.9 	7.7 	6.0 	: 	: 	: 
Y_GE25,M,DE94H	: 	6.8 	7.6 	8.5 	12.1 	13.7 	13.2 	11.8 	9.2 	: 	: 	: 
Y_GE25,M,DEA	7.8 	7.9 	6.9 	8.0 	9.6 	10.4 	10.0 	9.3 	7.6 	6.3 	6.5 	7.3 
Y_GE25,M,DEA1	8.1 	7.7 	7.1 	8.5 	9.9 	10.9 	10.7 	9.6 	7.9 	6.4 	6.5 	7.6 
Y_GE25,M,DEA11	: 	8.1 	8.0 	9.8 	11.4 	12.2 	11.6 	10.3 	8.5 	: 	: 	: 
Y_GE25,M,DEA12	: 	10.0 	9.2 	10.8 	12.7 	14.1 	13.9 	12.4 	10.5 	: 	: 	: 
Y_GE25,M,DEA13	: 	10.0 	10.0 	11.4 	12.7 	14.5 	13.6 	12.4 	10.6 	: 	: 	: 
Y_GE25,M,DEA14	: 	9.3 	8.2 	9.9 	11.2 	12.1 	12.3 	11.1 	9.1 	: 	: 	: 
Y_GE25,M,DEA15	: 	9.5 	8.8 	10.9 	12.4 	13.1 	12.9 	11.7 	9.6 	: 	: 	: 
Y_GE25,M,DEA16	: 	6.9 	6.5 	8.1 	9.2 	9.3 	9.8 	8.9 	7.1 	: 	: 	: 
Y_GE25,M,DEA17	: 	9.4 	8.9 	10.6 	12.0 	13.0 	13.0 	11.5 	9.3 	: 	: 	: 
Y_GE25,M,DEA18	: 	7.7 	5.8 	7.4 	9.0 	9.8 	9.1 	8.1 	6.2 	: 	: 	: 
Y_GE25,M,DEA19	: 	7.5 	6.4 	7.3 	8.4 	9.3 	9.8 	8.4 	7.0 	: 	: 	: 
Y_GE25,M,DEA1A	: 	9.8 	8.6 	10.0 	12.0 	13.1 	12.2 	10.5 	8.3 	: 	: 	: 
Y_GE25,M,DEA1B	: 	5.1 	3.9 	4.9 	6.5 	6.9 	8.2 	7.2 	6.0 	: 	: 	: 
